"Course ID","Subject code","Catalog Number","Offering Unit","Course Title","Course Description","Min Units","Max Units","Repeatable for Credit","Total Completions Allowed","Total Units Allowed","Grading Basis","Components","Course Attributes","Enrollment Requirements","Course Requisites"
"026961","PHYS","460","Physics","Solid-State Physics","Modern theory of crystalline solids. Topics include crystal structure, reciprocal lattice and X-ray diffraction, crystal binding, lattice vibrations and phonons, phonon heat capacity, free electron model of metals, band theory and fermi surfaces, tight binding model, semiconductors, magnetic properties - diamagnetism, paramagnetism, ferromagnetism, superconductivity.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","-","PHYS 371."
"035946","PHYS","468","Physics","Classical and Quantum Relativity","Causality, simultaneity, time dilation and Lorentz contraction; space-time  symmetries and transformations and invariants; covariance, relativistic kinematics, potentials and forces, covariant dynamics and variational  principle, conservation laws; relativistic electromagnetic forces and fields; relativistic quantum mechanics, Dirac atom, spin-orbit force, antimatter, discrete CPT symmetries.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017483","-"
"026962","PHYS","469","Physics","Introduction to General Relativity","An introduction to Einstein's theory of General Relativity for seniors or beginning graduate students. Topics include: Review of Special Relativity; Gravity as Geometry; Curved Spacetimes/Geodesics; Introduction to Tensors/Curvature; Solar system Tests of Gravity; Gravitational Lensing; Black Holes; Gravitational Waves; Gravity and Cosmology; Dark Matter/Dark Energy.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017484","-"
"026965","PHYS","472","Physics","Quantum Theory II","Continuation of PHYS371. Topics include matrix formulation of quantum mechanics, theory of angular momentum, spin, addition of angular momenta, variational methods, the periodic table, molecules, stationary state perturbation theory, fine structure, of hydrogen, time dependent perturbation theory, transition rates, Fermi's golden rule. Optional topics include nuclear, elementary particle or condensed matter physics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017486","-"
"026966","PHYS","473","Physics","Atomic and Molecular Spectroscopy for Experimentalists I","Experimental techniques to generate, analyze and detect photons from X-ray to infrared; interpretation of spectra from gases, liquids, solids and biological macromolecules; light scattering, polarization.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017842","-"
"026971","PHYS","476","Physics","Methods of Mathematical Physics II","Mathematical techniques and their physical applications. Topics include partial differential equations, complex variables, Fourier analysis, calculus of variations, tensors and tensor calculus, special functions. Additional topics may include numerical analysis, group theory and probability or stochastic systems.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","-","017487","-"
"026980","PHYS","483","Physics","Methods of Experimental Physics IV","This is the culmination of the series of Experimental Methods courses. It consists of a research project designed and executed by the student, under the tutelage of a research professor in or outside of the department.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Laboratory","-","017472","-"
"026981","PHYS","484","Physics","Nuclear Magnetic Resonance Spectroscopy","Basic theory and interpretation of nuclear magnetic resonance (NMR) methods from a multidisciplinary perspective. The course covers experimental NMR methods; nuclear spin interactions; relaxation and dynamics; solid state NMR; liquid state NMR; and magnetic resonance imaging (MRI). Emphasis is placed on a unified description of magnetic resonance phenomena at a level appropriate for chemists, physicists, biochemists, and engineers.","3","3","No","1","3","OPT - Student Option","Lecture","-","-","-"
"026983","PHYS","492","Physics","Directed Research","Individual or small group research under the guidance of faculty.","1","6","Yes","99","6","GRD - Regular Grades A, B, C, D, E","Independent Study","SEA - DI (Discovery), SEC - INC (Innovation and Creativity)","-","-"
"042408","PHYS","493","Physics","Internship","Specialized work on an individual basis, consisting of training and practice in actual service in a technical, business, or governmental establishment","1","3","Yes","2","6","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026984","PHYS","494","Physics","Practicum","The practical application, on an individual basis, of previously studied theory and the collection of data for future theoretical interpretation.","3","3","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"035984","PHYS","496A","Physics","Communicating Physics","A course for intermediate-advanced undergraduates and graduate students interested in demonstrating physics concepts and experimental methods for the public and for students in grades K-12.  Students will use experimental
stations to teach physics and run hands-on demonstrations for visiting K-12 students. Demonstrations will be chosen from mechanics, thermodynamics, optics, and electricity and magnetism. Students will be trained in instruction techniques in a day-long workshop (TBA) at the beginning of the semester, after which they will engage in weekly outreach at the Flandrau planetarium under the guidance of the instructor. The time commitment and the number of credits a student registers for will, in part, depend upon the student's availability during the K-12 sessions. An organizational meeting will be held to determine the time commitment and the number of credits for each student.","1","3","Yes","99","6","OPT - Student Option","Seminar","GRD - REG OR ALT (Regular or Alternative Grades)","-","-"
"026986","PHYS","498","Physics","Senior Capstone","A culminating experience for majors involving a substantive project that demonstrates a synthesis of learning accumulated in the major, including broadly comprehensive knowledge of the discipline and its methodologies.  Senior standing required.","1","3","Yes","99","6","GRD - Regular Grades A, B, C, D, E","Independent Study","-","-","-"
"026987","PHYS","498H","Physics","Honors Thesis","An honors thesis is required of all the students graduating with honors. Students ordinarily sign up for this course as a two-semester sequence. The first semester the student performs research under the supervision of a faculty member; the second semester the student writes an honors thesis.","3","3","Yes","2","6","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course), WE - WEC (Writing Emphasis Course)","015056","-"
"026988","PHYS","499","Physics","Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","5","Yes","99","999","SPF - Alternative Grading S, P, F","Independent Study","-","-","-"
"026989","PHYS","499H","Physics","Honors Independent Study","Qualified students working on an individual basis with professors who have agreed to supervise such work.","1","3","Yes","99","999","GRD - Regular Grades A, B, C, D, E","Independent Study","HNRS - HCRS (Honors Course)","015056","-"
"029851","PHYS","502","Radiation Oncology","Health Physics","Health physics is the study of radiation and radiation protection. This involves understanding how to use the benefits of radiation, such as in medicine, while minimizing the potential hazards from radiation. During this course students will learn basics in radiation physics, radiation protection practices, federal regulations and radiation shielding. Particular emphasis will be given to the medical applications of health physics.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
"028974","PHYS","503","Planetary Sciences","Physics of the Solar System","Survey of planetary physics, planetary motions, planetary interiors, geophysics, planetary atmospheres, asteroids, comets, origin of the solar system.  Graduate-level requirements include an in-depth research paper on a selected topic and an oral class presentation.","3","3","No","1","3","GRD - Regular Grades A, B, C, D, E","Lecture","CE - CL (Cross Listed)","-","-"
